2,数量,ISBN,,非卖,位置,书名,定价,出版社,作者,出版时间,语言,一级分类,二级分类,简介,推荐人,渠道,绝版,,,,,,,,,,,,,
,23,9787560881065 ,,,,从问集,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,5,9787560861425 ,,,,杰弗里·巴瓦全集,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,14,9787560880570 ,,,,寻找巴瓦,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9789811185748 ,,,,BAWA STAIRCASES,,,,,,,,,,,,,,,,,,,,,,,,
,1,9787560849249 ,,,,收缩的城市,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560885209 ,,,,从无限运算力到无限想象力：设计人工智能概览,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,4,9787560860862 ,,,,勒·柯布西耶：为现代而生,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560877600 ,,,,现代建筑的形式基础,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,11,9787560852942 ,,,,一点儿北京,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,6,9787560860015 ,,,,一点儿北京·大栅栏,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,10,9787560881980 ,,,,骑行上海,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,5,9787560863023 ,,,长桌2 抽屉3,百工01,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,3,9787560881096 ,,,长桌1,百工02,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,6,9787560885285 ,,,,幻园01,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,3,9787560872261 ,,,,幻园02,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,29,9787560856308 ,,,,乌有园01：幻梦与真实,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,3,9787560865294 ,,,,乌有园02 ：绘画与园林,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,7,9787560879635 ,,,,乌有园03,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560856315 ,,,书架1,如画观法,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,4,9787560888149 ,,,,空间再现：断裂与修复,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560859965 ,,,墩子1,十谈十写,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,6,9787560881652 ,,,墩子2,长夜的独行者,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560862637 ,,,,长安的传奇,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560874623 ,,,,王骏阳建筑学论文集：理论·历史·批评（一）,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560881102 ,,,,王骏阳建筑学论文集：阅读柯林·罗的《拉图雷特》（二）,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560852140 ,,,,宅在故宫边,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,4,9787560882246 ,,,墩子2 抽屉2,陈从周造园三章,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560858975 ,,,,营山造海,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560889009 ,,,墩子5,福州市历史建筑保护利用案例指南,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560887869 ,,,,花园里的花园,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560866567 ,,,,深圳竞赛：深圳城市/建筑设计国际竞赛（1994-2014）,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560870854 ,,,,凤凰中心：为明天而设计,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,上海制造 第1版,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,7,9787560853680 ,,,,上海制造 第2版,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,5,9787560885780 ,,,,三分院,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,14,9787560856742 ,,,,三乐记,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,3,9787560871417 ,,,,绘长沙：太平街,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,20,9787560873381 ,,,,营国,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787302155256 ,,,,郭洞村,,,,,,,,,,,,,,,,,,,,,,,,
,3,9787560872377 ,,,,「龙·计划」五龙庙的故事,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560867038 ,,,,玖章造园,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560872735 ,,,,造园实录,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,13,9787560878423 ,,,,孔子故里 曲阜,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,7,9787560875811 ,,,,连接 共享未来的公共空间 this connection,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560862965 ,,,,2015上海城市空间艺术季案例展,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,6,9787560863016 ,,,,平民设计 日用即道,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,14,9787560856704 ,,,,栖居之重——全球背景下的上海近现代住宅设计,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,6,9787560856001 ,,,,建筑师王大闳,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,4,9787560876948 ,,,,承孝相 建筑档案,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9788930105149 ,,,,Seung H-sang Document,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,3,9787560869001 ,,,,形式与政治 建筑研究的一种方法,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787112088676 ,,,,建构文化研究——论19世纪和20世纪建筑中的建造诗学,,,,,,,,,,,,,,,,,,,,,,,,
,1,9787511715326 ,,,,建筑文化研究4,,,,,,,,,,,,,,,,,,,,,,,,
,3,9787560853949 ,,,,建筑文化研究5,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,38,9787560857299 ,,,,建筑文化研究6,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,5,9787560860824 ,,,,建筑文化研究7,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,0,9787560867076 ,,,,建筑文化研究8,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560882185 ,,,,建筑文化研究9,,,,,,,,,,,,,,,,,,,,,,,,
,1,9787560867274 ,,,,久违的现代：王大闳建筑文献集,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560879628 ,,,,遗忘之场 sites of amnesia,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560853826 ,,,,建筑退化论,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560878461 ,,,,后激进时代的建筑笔记,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,3,9787560859347 ,,,,建筑师在做什么 第一辑,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,10,9787560875804 ,,,,建筑师在做什么 第二辑,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,3,9787560857336 ,,,,小侦探 the little detective,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560852874 ,,,,绘本非常建筑,,,,,,,,,,,,,,,,,,,,,,,,
,1,9787564166670 ,,,,表面建筑,,,,,,,,,,,,,,,,,,,,,,,,
,1,9783899559408 ,,,,RICHARDO BOFILL: VISION OF ARCHITECTURE,,,,,,,,,,,,,,,,,,,,,,,,
,1,9787560860657 ,,,,结构制造：日本当代建筑形态研究,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,3,9787560858104 ,,,,建筑结构创新工学,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,10,9787560853802 ,,,,小菜场上的家1,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,3,9787560858531 ,,,,小菜场上的家2,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560868042 ,,,,小菜场上的家3,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560879710 ,,,,小菜场上的家4,,,,,,,,,,,,,,,,,,,,,,,,
,2,9787560858531 ,,,,建筑教学的共性和差异,,,,,,,,,,,,,,,,,,,,,,,,
,2,9787560875675 ,,,,静物 Still Lite,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,LIVE FEED HARVARD GSD PLATFORM 10,,,,,,,,,,,,,,,,,,,,,,,,
,2,9787560858685 ,,,,建筑七人对谈集,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787538740400 ,,,,明月构想,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560881959 ,,,,新集体与日常,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,9,9787560850061 ,,,,北大园林：败壁与废墟,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560878942 ,,,,中国建筑设计作品选2013-2017,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,4,9787560865041 ,,,书架2 抽屉2,一粒迷楼：一百平方米老房子的改造潜力,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,3,9787560856988 ,,,,BIAD UFo建筑工作室,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,3,9787560851358 ,,,,建筑学的属性,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560869421 ,,,,同济八骏,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,10,9787560860855 ,,,,塑料外衣：建筑塑料与外墙概览,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9783899559408 ,,,西北书架顶,新观察建筑评论文集,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787563344932 ,,,,城市漂流：关于三个城市的十二个建筑思考,,,,,,,,,,,,,,,,,,,,,,,,
,4,9787560865287 ,,,,异物感,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,8,9787560860985 ,,,,空中读城,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,6,9787560871394 ,,,,村史留痕,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,5,9787560871400 ,,,,乡村记忆,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,5,9787560871387 ,,,,枣缘社会,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560860831 ,,,,多快好省博物馆,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,7,9787560852683 ,,,,南极记忆,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,潘翼联合建筑师事务所,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,26,9787560855912 ,,,,SMART智慧平台——成功度假地产攻略,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,4,9787560850610 ,,,,上海邬达克建筑地图,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560847917 ,,,,,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560852409 ,,,,上海杂货铺,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,3,9787560856759 ,,,,上海教堂建筑地图,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560849430 ,,,,王澍建筑地图,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560858678 ,,,,上海外滩建筑地图,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,3,9787560875736 ,,,,上海张爱玲文学地图,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560879727 ,,,,上海武康路建筑地图,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560859378 ,,,,上海高度,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560880723 ,,,,上海松江山水地图,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560880747 ,,,,上海松江民俗地图,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560856209 ,,,,上海松江建筑地图,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560875057 ,,,,上海松江宗教地图,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560868325 ,,,,日本手信物语,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,2,9787560868547 ,,,,多彩城市：涂出你的上海,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,4,9787560889498 ,,,,改变：阿科米星的建筑思考,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,9787560892146 ,,,,阿科米星2009-2019,,同济大学出版社,,,,,,,,,,,,,,,,,,,,,,
,1,,,TRUE,,嚣闻 Hüman #1,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,嚣闻 Hüman #2,218 ,,,,,,,,,,,,,,,,,,,,,,,
,8,2523-577X,,,,Demo #3,158 ,,,,,,,,,,,,,,,,,,,,,,,
,3,9787560864129 ,,,,修复理论 Teoria del Restauro,,,,,,,,,,,,,,,,,,,,,,,,
,1,9787564128067 ,,,,碰撞与冲突：帕拉斯玛建筑随笔录,,,,,,,,,,,,,,,,,,,,,,,,
,1,9787560880402 ,,,,埃拉蒂奥·迪埃斯特  : 结构艺术的创造力,,,,,,,,,,,,,,,,,,,,,,,,
,2,9787560860510 ,,,,反高潮的诗学：坂本一成的建筑,,,,,,,,,,,,,,,,,,,,,,,,
,2,9787560854793 ,,,,特拉维夫百年建城史,,,,,,,,,,,,,,,,,,,,,,,,
,2,9787560885193 ,,,,东京城市更新经验：城市再开发重大案例研究,,,,,,,,,,,,,,,,,,,,,,,,
,1,9787560882543 ,,,,造城者——纽约和伦敦的房地产开发与城市规划,,,,,,,,,,,,,,,,,,,,,,,,
,2,9787560850696 ,,,,当代保护理论,,,,,,,,,,,,,,,,,,,,,,,,
,2,9787560893730 ,,,,弯,,,,,,,,,,,,,,,,,,,,,,,,
,4,9787560881560 ,,,,带孩子，造房子1,,,,,,,,,,,,,,,,,,,,,,,,
,3,9787560881584 ,,,,带孩子，造房子2,,,,,,,,,,,,,,,,,,,,,,,,
,5,9787560881577 ,,,,带孩子，造房子3,,,,,,,,,,,,,,,,,,,,,,,,
,2,9783836520966 ,,,,Art Nouveau，新艺术运动,270 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836544115 ,,,,【Basic Architecture】Lautner，约翰·劳特纳,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836544344 ,,,,【Basic Architecture】Gropius，格罗佩斯,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836550215 ,,,,【Basic Architecture】Palladio，帕拉第奥,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836550390 ,,,,【Basic Architecture】Hoffmann，霍夫曼,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836551021 ,,,,Arts & Architecture 1945-49，1945-49的艺术与建筑,630 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836551816 ,,,,【Basic Architecture】DAVID CHIPPERFIELD，大卫·奇普菲尔德,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836556316 ,,,,【Bibliotheca Universalis】Modern Architecture A–Z，现代建筑师A-Z,180 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836556415 ,,,,【Bibliotheca Universalis】Braun/Hogenberg: Cities of the  World，布劳恩：世界的城市,180 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836556415 ,,,,【Bibliotheca Universalis】ARCHITECTURAL THEORY，建筑理论,180 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836560108 ,,,,【Basic Architecture】AALTO，阿尔托,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836565547 ,,,,【Bibliotheca Universalis】Bauhaus，包豪斯 1919-1933,180 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,4,9783836560146 ,,,,【Basic Architecture】BAUHAUS，包豪斯,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836560283 ,,,,【Basic Architecture】Gaudí: the complete works，高迪,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836560351 ,,,,【Basic Architecture】LE CORBUSIER，勒·柯布西耶,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836560429 ,,,,【Basic Architecture】MIES VAN DER ROHE，密斯·凡·德·罗,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836560498 ,,,,【Basic Architecture】WRIGHT，赖特,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836561563 ,,,,【Bibliotheca Universalis】100 Contemporary Wood  Buildings，100例当代木质建筑,180 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836562355 ,,,,100 Contemporary Brick Buildings，100例当代砖建筑,540 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836561600 ,,,,【Basic Architecture】Mackintosh，麦金托什,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836561631 ,,,,【Basic Architecture】Morris，威廉·莫里斯,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836564335 ,,,,【Basic Architecture】Otto Wagner，奥托·瓦格纳,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836564366 ,,,,【Basic Architecture】Schindler ，鲁道夫·迈克尔·辛德勒,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836564397 ,,,,【Basic Architecture】Gio Ponti，吉奥·庞蒂,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836564465 ,,,,【XL】Gaudí. The Complete Works，安东尼奥·高迪:作品集,540 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836564939 ,,,,【Bibliotheca Universalis】100 CONTEMPORARY CONCRETE  BUILDINGS，100座现代混凝土建筑,180 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836565059 ,,,,【Bibliotheca Universalis】Frédéric Chaubin，弗雷德里克·舒宾,180 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836566315 ,,,,【Bibliotheca Universalis】LIVING IN JAPAN，生活在日本,180 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836567053 ,,,,【Basic Art 2.0】Vienna 1900 ，20世纪的维也纳,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836524094 ,,,,【Basic Art 2.0】CHRISTO AND JEANNE-CLAUDE，克里斯托和珍妮-克劳德,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836526524 ,,,,【Bibliotheca Universalis】domus 1928-1939，多莫斯设计 1928-1939,180 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,,,,,,domus 1940-1949，多莫斯设计 1940-1949,180 ,,,,,,,,,,,,,,,,,,,,,,,
,2,9783836556644 ,,,,（绝版）【Bibliotheca Universalis】domus 1950-1959，多莫斯设计 1950-1959,180 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836526531 ,,,,（绝版）【Bibliotheca Universalis】domus 1970-1979，多莫斯设计 domus  1970-1979,180 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836529846 ,,,,【Basic Art 2.0】M.C.ESCHER，M.C.埃舍尔,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836535496 ,,,,【Basic Architecture】ANDO，安藤忠雄,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836535601 ,,,,【Basic Architecture】CASE STUDY HOUSES，房屋案例研究,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836535656 ,,,,【Basic Architecture】CALATRAVA，卡拉特拉瓦,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836535960 ,,,,【Basic Architecture】NEUTRA，理查德·诺依特拉,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836536226 ,,,,【Basic Architecture】NIEMEYER，奥斯卡·尼迈耶,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836536356 ,,,,【Basic Architecture】ZAHA HADID，扎哈·哈迪德,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836536462 ,,,,【Basic Architecture】PIANO，皮亚诺,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836536929 ,,,,【Basic Architecture】SHIGERU BAN，坂茂,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836538503 ,,,,【Bibliotheca Universalis】Hieronymus Bosch，希罗尼穆斯·博斯,180 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836543811 ,,,,【Basic Architecture】Prouve，普鲁维（新版）,135 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836512442 ,,,,NEUTRA. COMPLETE WORKS，诺伊特拉：作品全集,630 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836544498 ,,,,Hartmann Schedel Chronicle of the World-1493 Stephan  Fussel，15世纪的历史生活与城市导读,540 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836555982 ,,,,Frank Lloyd Wright，弗兰克·劳埃德·赖特,630 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836557399 ,,,,BIG. HOT TO COLD. An Odyssey of Architectural  Adaptation，BIG从热到冷 建筑物的适应能力大集合,450 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
,2,9783836578189 ,,,,Julia Watson. Lo—TEK.Design by Radical  Indigenism，朱莉娅·沃森:Lo-TEK本土设计,450 ,TASCHEN,,,,,,,,,,,,,,,,,,,,,,
